Continent,acq_date,Collections,Total,,,,,,,,,,,,,,,,,
EU,1842,2,26879,,,,,,,,,,,,,,,,,
EU,1843,28,26879,,,,,,,,,,,,,,,,,
EU,1844,260,26879,,,,,,,,,,,,,,,,,
EU,1845,84,26879,,,,,,,,,,,,,,,,,
EU,1846,112,26879,,,,,,,,,,,,,,,,,
EU,1847,141,26879,,,,,,,,,,,,,,,,,
EU,1848,64,26879,,,,,,,,,,,,,,,,,
EU,1849,77,26879,,,,,,,,,,,,,,,,,
EU,1850,101,26879,,,,,,,,,,,,,,,,,
EU,1851,66,26879,,,,,,,,,,,,,,,,,
EU,1852,142,26879,,,,,,,,,,,,,,,,,
EU,1853,140,26879,,,,,,,,,,,,,,,,,
EU,1854,133,26879,,,,,,,,,,,,,,,,,
EU,1855,66,26879,,,,,,,,,,,,,,,,,
EU,1856,20,26879,,,,,,,,,,,,,,,,,
EU,1857,67,26879,,,,,,,,,,,,,,,,,
EU,1858,260,26879,,,,,,,,,,,,,,,,,
EU,1859,260,26879,,,,,,,,,,,,,,,,,
EU,1860,84,26879,,,,,,,,,,,,,,,,,
EU,1861,27,26879,,,,,,,,,,,,,,,,,
EU,1862,53,26879,,,,,,,,,,,,,,,,,
EU,1863,19,26879,,,,,,,,,,,,,,,,,
EU,1864,7,26879,,,,,,,,,,,,,,,,,
EU,1865,17,26879,,,,,,,,,,,,,,,,,
EU,1866,2213,26879,,,,,,,,,,,,,,,,,
EU,1867,46,26879,,,,,,,,,,,,,,,,,
EU,1868,138,26879,,,,,,,,,,,,,,,,,
EU,1869,17,26879,,,,,,,,,,,,,,,,,
EU,1870,93,26879,,,,,,,,,,,,,,,,,
EU,1871,13,26879,,,,,,,,,,,,,,,,,
EU,1872,238,26879,,,,,,,,,,,,,,,,,
EU,1873,43,26879,,,,,,,,,,,,,,,,,
EU,1874,97,26879,,,,,,,,,,,,,,,,,
EU,1875,54,26879,,,,,,,,,,,,,,,,,
EU,1876,18,26879,,,,,,,,,,,,,,,,,
EU,1877,387,26879,,,,,,,,,,,,,,,,,
EU,1878,96,26879,,,,,,,,,,,,,,,,,
EU,1879,21,26879,,,,,,,,,,,,,,,,,
EU,1880,29,26879,,,,,,,,,,,,,,,,,
EU,1881,51,26879,,,,,,,,,,,,,,,,,
EU,1882,93,26879,,,,,,,,,,,,,,,,,
EU,1883,36,26879,,,,,,,,,,,,,,,,,
EU,1884,19,26879,,,,,,,,,,,,,,,,,
EU,1885,55,26879,,,,,,,,,,,,,,,,,
EU,1886,27,26879,,,,,,,,,,,,,,,,,
EU,1887,33,26879,,,,,,,,,,,,,,,,,
EU,1888,77,26879,,,,,,,,,,,,,,,,,
EU,1889,68,26879,,,,,,,,,,,,,,,,,
EU,1890,80,26879,,,,,,,,,,,,,,,,,
EU,1891,52,26879,,,,,,,,,,,,,,,,,
EU,1892,48,26879,,,,,,,,,,,,,,,,,
EU,1893,69,26879,,,,,,,,,,,,,,,,,
EU,1894,156,26879,,,,,,,,,,,,,,,,,
EU,1895,39,26879,,,,,,,,,,,,,,,,,
EU,1896,203,26879,,,,,,,,,,,,,,,,,
EU,1897,36,26879,,,,,,,,,,,,,,,,,
EU,1898,77,26879,,,,,,,,,,,,,,,,,
EU,1899,89,26879,,,,,,,,,,,,,,,,,
EU,1900,26,26879,,,,,,,,,,,,,,,,,
EU,1901,267,26879,,,,,,,,,,,,,,,,,
EU,1902,46,26879,,,,,,,,,,,,,,,,,
EU,1903,25,26879,,,,,,,,,,,,,,,,,
EU,1904,88,26879,,,,,,,,,,,,,,,,,
EU,1905,52,26879,,,,,,,,,,,,,,,,,
EU,1906,112,26879,,,,,,,,,,,,,,,,,
EU,1907,60,26879,,,,,,,,,,,,,,,,,
EU,1908,37,26879,,,,,,,,,,,,,,,,,
EU,1909,59,26879,,,,,,,,,,,,,,,,,
EU,1910,40,26879,,,,,,,,,,,,,,,,,
EU,1911,115,26879,,,,,,,,,,,,,,,,,
EU,1912,122,26879,,,,,,,,,,,,,,,,,
EU,1913,78,26879,,,,,,,,,,,,,,,,,
EU,1914,919,26879,,,,,,,,,,,,,,,,,
EU,1915,10,26879,,,,,,,,,,,,,,,,,
EU,1916,48,26879,,,,,,,,,,,,,,,,,
EU,1917,54,26879,,,,,,,,,,,,,,,,,
EU,1918,43,26879,,,,,,,,,,,,,,,,,
EU,1919,74,26879,,,,,,,,,,,,,,,,,
EU,1920,2046,26879,,,,,,,,,,,,,,,,,
EU,1921,131,26879,,,,,,,,,,,,,,,,,
EU,1922,316,26879,,,,,,,,,,,,,,,,,
EU,1923,53,26879,,,,,,,,,,,,,,,,,
EU,1924,60,26879,,,,,,,,,,,,,,,,,
EU,1925,59,26879,,,,,,,,,,,,,,,,,
EU,1926,895,26879,,,,,,,,,,,,,,,,,
EU,1927,195,26879,,,,,,,,,,,,,,,,,
EU,1928,52,26879,,,,,,,,,,,,,,,,,
EU,1929,355,26879,,,,,,,,,,,,,,,,,
EU,1930,75,26879,,,,,,,,,,,,,,,,,
EU,1931,49,26879,,,,,,,,,,,,,,,,,
EU,1932,13,26879,,,,,,,,,,,,,,,,,
EU,1933,824,26879,,,,,,,,,,,,,,,,,
EU,1934,53,26879,,,,,,,,,,,,,,,,,
EU,1935,79,26879,,,,,,,,,,,,,,,,,
EU,1936,44,26879,,,,,,,,,,,,,,,,,
EU,1937,49,26879,,,,,,,,,,,,,,,,,
EU,1938,42,26879,,,,,,,,,,,,,,,,,
EU,1939,73,26879,,,,,,,,,,,,,,,,,
EU,1940,48,26879,,,,,,,,,,,,,,,,,
EU,1941,11,26879,,,,,,,,,,,,,,,,,
EU,1942,1,26879,,,,,,,,,,,,,,,,,
EU,1945,2,26879,,,,,,,,,,,,,,,,,
EU,1946,27,26879,,,,,,,,,,,,,,,,,
EU,1947,1248,26879,,,,,,,,,,,,,,,,,
EU,1948,761,26879,,,,,,,,,,,,,,,,,
EU,1949,607,26879,,,,,,,,,,,,,,,,,
EU,1950,36,26879,,,,,,,,,,,,,,,,,
EU,1951,133,26879,,,,,,,,,,,,,,,,,
EU,1952,15,26879,,,,,,,,,,,,,,,,,
EU,1953,23,26879,,,,,,,,,,,,,,,,,
EU,1954,12,26879,,,,,,,,,,,,,,,,,
EU,1955,25,26879,,,,,,,,,,,,,,,,,
EU,1956,27,26879,,,,,,,,,,,,,,,,,
EU,1957,4,26879,,,,,,,,,,,,,,,,,
EU,1958,107,26879,,,,,,,,,,,,,,,,,
EU,1959,17,26879,,,,,,,,,,,,,,,,,
EU,1960,7,26879,,,,,,,,,,,,,,,,,
EU,1961,108,26879,,,,,,,,,,,,,,,,,
EU,1962,15,26879,,,,,,,,,,,,,,,,,
EU,1963,7,26879,,,,,,,,,,,,,,,,,
EU,1964,34,26879,,,,,,,,,,,,,,,,,
EU,1965,1,26879,,,,,,,,,,,,,,,,,
EU,1966,7,26879,,,,,,,,,,,,,,,,,
EU,1967,14,26879,,,,,,,,,,,,,,,,,
EU,1968,30,26879,,,,,,,,,,,,,,,,,
EU,1969,22,26879,,,,,,,,,,,,,,,,,
EU,1970,13,26879,,,,,,,,,,,,,,,,,
EU,1971,29,26879,,,,,,,,,,,,,,,,,
EU,1972,28,26879,,,,,,,,,,,,,,,,,
EU,1973,57,26879,,,,,,,,,,,,,,,,,
EU,1974,111,26879,,,,,,,,,,,,,,,,,
EU,1975,32,26879,,,,,,,,,,,,,,,,,
EU,1976,15,26879,,,,,,,,,,,,,,,,,
EU,1977,154,26879,,,,,,,,,,,,,,,,,
EU,1978,14,26879,,,,,,,,,,,,,,,,,
EU,1979,172,26879,,,,,,,,,,,,,,,,,
EU,1980,14,26879,,,,,,,,,,,,,,,,,
EU,1981,52,26879,,,,,,,,,,,,,,,,,
EU,1982,30,26879,,,,,,,,,,,,,,,,,
EU,1983,11,26879,,,,,,,,,,,,,,,,,
EU,1984,7,26879,,,,,,,,,,,,,,,,,
EU,1985,36,26879,,,,,,,,,,,,,,,,,
EU,1986,16,26879,,,,,,,,,,,,,,,,,
EU,1987,54,26879,,,,,,,,,,,,,,,,,
EU,1988,59,26879,,,,,,,,,,,,,,,,,
EU,1989,9,26879,,,,,,,,,,,,,,,,,
EU,1990,5,26879,,,,,,,,,,,,,,,,,
EU,1991,40,26879,,,,,,,,,,,,,,,,,
EU,1992,40,26879,,,,,,,,,,,,,,,,,
EU,1993,31,26879,,,,,,,,,,,,,,,,,
EU,1994,79,26879,,,,,,,,,,,,,,,,,
EU,1995,39,26879,,,,,,,,,,,,,,,,,
EU,1996,10,26879,,,,,,,,,,,,,,,,,
EU,1997,3,26879,,,,,,,,,,,,,,,,,
EU,1998,1,26879,,,,,,,,,,,,,,,,,
EU,1999,3,26879,,,,,,,,,,,,,,,,,
EU,2000,16,26879,,,,,,,,,,,,,,,,,
EU,2001,16,26879,,,,,,,,,,,,,,,,,
EU,2002,393,26879,,,,,,,,,,,,,,,,,
EU,2003,3,26879,,,,,,,,,,,,,,,,,
EU,2004,35,26879,,,,,,,,,,,,,,,,,
EU,2005,4,26879,,,,,,,,,,,,,,,,,
EU,2006,2,26879,,,,,,,,,,,,,,,,,
EU,2007,2,26879,,,,,,,,,,,,,,,,,
EU,2008,0,26879,,,,,,,,,,,,,,,,,
EU,2009,3,26879,,,,,,,,,,,,,,,,,
EU,2012,7,26879,,,,,,,,,,,,,,,,,
EU,2015,1,26879,,,,,,,,,,,,,,,,,
BR,1818,34,55766,,,,,,,,,,,,,,,,,
BR,1840,1,55766,,,,,,,,,,,,,,,,,
BR,1830,1,55766,,,,,,,,,,,,,,,,,
BR,1844,84,55766,,,,,,,,,,,,,,,,,
BR,1846,5,55766,,,,,,,,,,,,,,,,,
BR,1847,3,55766,,,,,,,,,,,,,,,,,
BR,1848,13,55766,,,,,,,,,,,,,,,,,
BR,1849,4,55766,,,,,,,,,,,,,,,,,
BR,1850,1,55766,,,,,,,,,,,,,,,,,
BR,1851,2,55766,,,,,,,,,,,,,,,,,
BR,1852,17,55766,,,,,,,,,,,,,,,,,
BR,1853,16,55766,,,,,,,,,,,,,,,,,
BR,1854,9,55766,,,,,,,,,,,,,,,,,
BR,1855,62,55766,,,,,,,,,,,,,,,,,
BR,1856,16,55766,,,,,,,,,,,,,,,,,
BR,1858,10,55766,,,,,,,,,,,,,,,,,
BR,1859,79,55766,,,,,,,,,,,,,,,,,
BR,1862,1,55766,,,,,,,,,,,,,,,,,
BR,1863,4,55766,,,,,,,,,,,,,,,,,
BR,1864,12,55766,,,,,,,,,,,,,,,,,
BR,1865,3,55766,,,,,,,,,,,,,,,,,
BR,1866,41,55766,,,,,,,,,,,,,,,,,
BR,1867,2,55766,,,,,,,,,,,,,,,,,
BR,1868,61,55766,,,,,,,,,,,,,,,,,
BR,1869,1,55766,,,,,,,,,,,,,,,,,
BR,1871,1,55766,,,,,,,,,,,,,,,,,
BR,1874,24,55766,,,,,,,,,,,,,,,,,
BR,1875,4,55766,,,,,,,,,,,,,,,,,
BR,1876,2,55766,,,,,,,,,,,,,,,,,
BR,1878,20,55766,,,,,,,,,,,,,,,,,
BR,1879,2,55766,,,,,,,,,,,,,,,,,
BR,1880,1,55766,,,,,,,,,,,,,,,,,
BR,1881,2,55766,,,,,,,,,,,,,,,,,
BR,1882,3,55766,,,,,,,,,,,,,,,,,
BR,1884,6,55766,,,,,,,,,,,,,,,,,
BR,1885,12,55766,,,,,,,,,,,,,,,,,
BR,1886,60,55766,,,,,,,,,,,,,,,,,
BR,1887,31,55766,,,,,,,,,,,,,,,,,
BR,1888,42,55766,,,,,,,,,,,,,,,,,
BR,1889,68,55766,,,,,,,,,,,,,,,,,
BR,1890,48,55766,,,,,,,,,,,,,,,,,
BR,1891,29,55766,,,,,,,,,,,,,,,,,
BR,1892,233,55766,,,,,,,,,,,,,,,,,
BR,1893,202,55766,,,,,,,,,,,,,,,,,
BR,1894,39,55766,,,,,,,,,,,,,,,,,
BR,1895,132,55766,,,,,,,,,,,,,,,,,
BR,1896,332,55766,,,,,,,,,,,,,,,,,
BR,1897,133,55766,,,,,,,,,,,,,,,,,
BR,1898,466,55766,,,,,,,,,,,,,,,,,
BR,1899,66,55766,,,,,,,,,,,,,,,,,
BR,1900,408,55766,,,,,,,,,,,,,,,,,
BR,1901,366,55766,,,,,,,,,,,,,,,,,
BR,1902,378,55766,,,,,,,,,,,,,,,,,
BR,1903,93,55766,,,,,,,,,,,,,,,,,
BR,1904,570,55766,,,,,,,,,,,,,,,,,
BR,1905,600,55766,,,,,,,,,,,,,,,,,
BR,1906,389,55766,,,,,,,,,,,,,,,,,
BR,1907,661,55766,,,,,,,,,,,,,,,,,
BR,1908,940,55766,,,,,,,,,,,,,,,,,
BR,1909,1288,55766,,,,,,,,,,,,,,,,,
BR,1910,913,55766,,,,,,,,,,,,,,,,,
BR,1911,393,55766,,,,,,,,,,,,,,,,,
BR,1912,152,55766,,,,,,,,,,,,,,,,,
BR,1913,461,55766,,,,,,,,,,,,,,,,,
BR,1914,421,55766,,,,,,,,,,,,,,,,,
BR,1915,212,55766,,,,,,,,,,,,,,,,,
BR,1916,63,55766,,,,,,,,,,,,,,,,,
BR,1917,52,55766,,,,,,,,,,,,,,,,,
BR,1918,3,55766,,,,,,,,,,,,,,,,,
BR,1919,218,55766,,,,,,,,,,,,,,,,,
BR,1920,142,55766,,,,,,,,,,,,,,,,,
BR,1921,92,55766,,,,,,,,,,,,,,,,,
BR,1922,933,55766,,,,,,,,,,,,,,,,,
BR,1923,265,55766,,,,,,,,,,,,,,,,,
BR,1924,568,55766,,,,,,,,,,,,,,,,,
BR,1925,221,55766,,,,,,,,,,,,,,,,,
BR,1926,299,55766,,,,,,,,,,,,,,,,,
BR,1927,386,55766,,,,,,,,,,,,,,,,,
BR,1928,401,55766,,,,,,,,,,,,,,,,,
BR,1929,150,55766,,,,,,,,,,,,,,,,,
BR,1930,538,55766,,,,,,,,,,,,,,,,,
BR,1931,392,55766,,,,,,,,,,,,,,,,,
BR,1932,501,55766,,,,,,,,,,,,,,,,,
BR,1933,776,55766,,,,,,,,,,,,,,,,,
BR,1934,1189,55766,,,,,,,,,,,,,,,,,
BR,1935,886,55766,,,,,,,,,,,,,,,,,
BR,1936,495,55766,,,,,,,,,,,,,,,,,
BR,1937,903,55766,,,,,,,,,,,,,,,,,
BR,1938,734,55766,,,,,,,,,,,,,,,,,
BR,1939,383,55766,,,,,,,,,,,,,,,,,
BR,1940,244,55766,,,,,,,,,,,,,,,,,
BR,1941,18,55766,,,,,,,,,,,,,,,,,
BR,1942,39,55766,,,,,,,,,,,,,,,,,
BR,1943,120,55766,,,,,,,,,,,,,,,,,
BR,1944,312,55766,,,,,,,,,,,,,,,,,
BR,1945,158,55766,,,,,,,,,,,,,,,,,
BR,1946,629,55766,,,,,,,,,,,,,,,,,
BR,1947,1443,55766,,,,,,,,,,,,,,,,,
BR,1948,911,55766,,,,,,,,,,,,,,,,,
BR,1949,1038,55766,,,,,,,,,,,,,,,,,
BR,1950,1382,55766,,,,,,,,,,,,,,,,,
BR,1951,568,55766,,,,,,,,,,,,,,,,,
BR,1952,701,55766,,,,,,,,,,,,,,,,,
BR,1953,285,55766,,,,,,,,,,,,,,,,,
BR,1954,5857,55766,,,,,,,,,,,,,,,,,
BR,1955,399,55766,,,,,,,,,,,,,,,,,
BR,1956,456,55766,,,,,,,,,,,,,,,,,
BR,1957,212,55766,,,,,,,,,,,,,,,,,
BR,1958,192,55766,,,,,,,,,,,,,,,,,
BR,1959,412,55766,,,,,,,,,,,,,,,,,
BR,1960,375,55766,,,,,,,,,,,,,,,,,
BR,1961,112,55766,,,,,,,,,,,,,,,,,
BR,1962,118,55766,,,,,,,,,,,,,,,,,
BR,1963,161,55766,,,,,,,,,,,,,,,,,
BR,1964,103,55766,,,,,,,,,,,,,,,,,
BR,1965,30,55766,,,,,,,,,,,,,,,,,
BR,1966,50,55766,,,,,,,,,,,,,,,,,
BR,1967,67,55766,,,,,,,,,,,,,,,,,
BR,1968,126,55766,,,,,,,,,,,,,,,,,
BR,1969,272,55766,,,,,,,,,,,,,,,,,
BR,1970,177,55766,,,,,,,,,,,,,,,,,
BR,1971,669,55766,,,,,,,,,,,,,,,,,
BR,1972,821,55766,,,,,,,,,,,,,,,,,
BR,1973,188,55766,,,,,,,,,,,,,,,,,
BR,1974,147,55766,,,,,,,,,,,,,,,,,
BR,1975,49,55766,,,,,,,,,,,,,,,,,
BR,1976,178,55766,,,,,,,,,,,,,,,,,
BR,1977,38,55766,,,,,,,,,,,,,,,,,
BR,1978,1127,55766,,,,,,,,,,,,,,,,,
BR,1979,4652,55766,,,,,,,,,,,,,,,,,
BR,1980,703,55766,,,,,,,,,,,,,,,,,
BR,1981,526,55766,,,,,,,,,,,,,,,,,
BR,1982,351,55766,,,,,,,,,,,,,,,,,
BR,1983,474,55766,,,,,,,,,,,,,,,,,
BR,1984,1285,55766,,,,,,,,,,,,,,,,,
BR,1985,366,55766,,,,,,,,,,,,,,,,,
BR,1986,357,55766,,,,,,,,,,,,,,,,,
BR,1987,216,55766,,,,,,,,,,,,,,,,,
BR,1988,104,55766,,,,,,,,,,,,,,,,,
BR,1989,258,55766,,,,,,,,,,,,,,,,,
BR,1990,99,55766,,,,,,,,,,,,,,,,,
BR,1991,228,55766,,,,,,,,,,,,,,,,,
BR,1992,207,55766,,,,,,,,,,,,,,,,,
BR,1993,688,55766,,,,,,,,,,,,,,,,,
BR,1994,144,55766,,,,,,,,,,,,,,,,,
BR,1995,55,55766,,,,,,,,,,,,,,,,,
BR,1996,281,55766,,,,,,,,,,,,,,,,,
BR,1997,309,55766,,,,,,,,,,,,,,,,,
BR,1998,162,55766,,,,,,,,,,,,,,,,,
BR,1999,256,55766,,,,,,,,,,,,,,,,,
BR,2000,291,55766,,,,,,,,,,,,,,,,,
BR,2001,123,55766,,,,,,,,,,,,,,,,,
BR,2002,130,55766,,,,,,,,,,,,,,,,,
BR,2003,140,55766,,,,,,,,,,,,,,,,,
BR,2004,74,55766,,,,,,,,,,,,,,,,,
BR,2005,160,55766,,,,,,,,,,,,,,,,,
BR,2006,554,55766,,,,,,,,,,,,,,,,,
BR,?,14012,55766,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
